,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TEAM,SEASON,2P,2PA,2P%
0,82,242.1,35.4,79.1,0.447,3.2,9.8,0.326,20.7,27.8,0.745,13.1,31.7,44.8,20.6,8.4,5,15.8,20.4,94.7,PHI,2001,32.2,69.3,0.464
0,82,241.8,35.2,79.7,0.442,2.7,8,0.334,19,24.9,0.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,CLE,2001,32.6,71.6,0.455
0,82,243.7,34.5,78.4,0.44,4.8,14.1,0.342,18.8,24.5,0.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,IND,2001,29.7,64.3,0.461
0,82,242.4,32.9,76.3,0.43,5.8,16.9,0.345,17.4,22.9,0.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21,88.9,MIA,2001,27,59.4,0.455
0,82,241.2,38,82.9,0.458,6.9,18.1,0.379,18,22.9,0.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,MIL,2001,31.1,64.8,0.48
0,82,240,34.5,78.7,0.439,3.4,10.3,0.324,20.8,27.4,0.759,12.4,28.9,41.3,20.1,7.7,4.7,17,23.3,93.2,WAS,2001,31.2,68.4,0.456
0,82,242.1,35.6,83.9,0.424,4.7,13.6,0.35,19.6,27.2,0.721,13.5,32,45.5,19.9,7.5,5.5,15.9,23.8,95.6,DET,2001,30.9,70.3,0.439
0,82,242.7,33.6,75.6,0.444,4.8,13.6,0.351,16.8,21.1,0.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,NYK,2001,28.8,62,0.465
0,82,242.4,34.1,79.3,0.431,4.1,12,0.346,19.5,26.2,0.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,CHO,2001,30,67.3,0.446
0,82,242.1,33.2,78.2,0.424,4,11.6,0.346,17.2,23.3,0.739,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,CHI,2001,29.2,66.6,0.438
0,82,243.4,36.7,83.8,0.438,6,16.4,0.364,18,25.2,0.714,13,29.9,42.9,22,8.2,5.9,15.2,25.3,97.5,ORL,2001,30.8,67.4,0.456
0,82,240.6,35.1,81.3,0.431,4.1,11.4,0.357,16.8,22.1,0.759,12.5,30.4,42.9,19,7.7,4.7,16.7,22.7,91,ATL,2001,31,69.9,0.443
0,82,241.8,35.9,79.2,0.453,6.1,17.2,0.357,19.3,25.4,0.758,11.2,30.8,42,19.7,7.2,4.4,14.7,20.2,97.2,HOU,2001,29.7,62,0.48
0,82,241.2,35.8,87.5,0.409,3.4,11.8,0.293,17.4,24.7,0.706,16.4,29.1,45.5,21.8,9,5,15.9,21.1,92.5,GSW,2001,32.4,75.7,0.427
0,82,241.2,36.6,78.3,0.468,4.5,12.9,0.349,17.6,23.2,0.762,11.7,30.3,42,23.9,8.2,5.1,15.3,21.3,95.4,POR,2001,32.1,65.4,0.492
0,82,241.2,36.1,76.7,0.471,4,10.4,0.381,20.9,27.8,0.752,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1,UTA,2001,32.1,66.3,0.485
0,82,241.8,35.2,76.4,0.461,5.4,13.3,0.407,20.4,28.5,0.715,11,33.1,44.1,21.7,6.9,7,14,18.9,96.2,SAS,2001,29.7,63,0.472
0,82,241.8,38.4,83.8,0.458,3.9,11,0.357,16.6,21.2,0.785,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,MIN,2001,34.5,72.8,0.473
0,82,241.2,36.3,83.9,0.433,6.2,17.6,0.355,17.7,24,0.737,12.7,31.5,44.2,24,6.7,6.6,13.9,22.2,96.6,DEN,2001,30.1,66.3,0.454
0,82,244.3,35.3,78.9,0.448,4.4,13,0.339,17.4,25.1,0.693,11.7,31.2,42.9,19.3,6,6.3,15.8,21.6,92.5,LAC,2001,30.9,65.9,0.469
0,82,242.7,37.9,81.5,0.465,5.4,15.5,0.344,19.4,28.5,0.683,13.2,31.5,44.7,23,6.9,6,14.4,22.8,100.6,LAL,2001,32.6,66,0.494
0,82,244.9,38.2,85,0.449,5.8,16.5,0.354,19.5,25.3,0.771,12,33,45,22.6,9.7,5.3,14.9,19.5,101.7,SAC,2001,32.4,68.5,0.472
0,82,241.5,37.6,81.9,0.459,6.3,16.5,0.381,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6,13.9,23.3,100.5,DAL,2001,31.3,65.4,0.479
0,82,241.5,35.9,82.4,0.436,4,12.9,0.315,18.2,24.1,0.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94,PHO,2001,31.9,69.5,0.458
0,82,240.9,35.6,82,0.434,4.7,13.5,0.349,15.5,20.9,0.739,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4,TOR,2002,30.9,68.5,0.451
0,82,241.8,34.8,82.1,0.424,8.5,23.7,0.359,18.3,23.9,0.764,10.9,31.3,42.2,21,9.7,3.6,13.6,21.7,96.4,BOS,2002,26.3,58.4,0.45
0,82,240.6,34.2,78.5,0.436,2.6,8.7,0.299,20,25.7,0.779,13.3,30.9,44.2,20,8.6,4.4,15.3,20.1,91,PHI,2002,31.6,69.8,0.453
0,82,242.1,36,80.3,0.448,4.7,12.5,0.377,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7,5.7,14.6,21.4,95.3,CLE,2002,31.2,67.8,0.461
0,82,242.7,35.8,80.2,0.446,4.9,14.6,0.339,20.3,26.3,0.772,11.3,31.3,42.7,23,8,5.3,15.2,22.9,96.8,IND,2002,30.9,65.7,0.47
0,82,243,34.2,77.8,0.439,3.8,11,0.347,15.1,20.8,0.724,11,31,42,20.3,6.7,5.5,14.8,22.5,87.2,MIA,2002,30.4,66.9,0.454
0,82,242.7,37.1,80.2,0.462,7.2,19.3,0.375,16.1,21.5,0.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,97.5,MIL,2002,29.9,60.9,0.49
0,82,240.6,35.8,81.3,0.441,3.7,9.6,0.388,17.4,22.8,0.765,12.9,29.2,42,20.9,7,4.3,13,21.5,92.8,WAS,2002,32.1,71.7,0.448
0,82,240,34.7,76.8,0.452,6.9,18.4,0.376,18,23.8,0.756,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3,DET,2002,27.8,58.4,0.475
0,82,241.5,34.4,79.5,0.432,5.8,16.4,0.353,17.1,21.8,0.787,10.7,30,40.7,21,6.8,3.5,14.5,22,91.6,NYK,2002,28.6,63.1,0.453
0,82,240.9,35.3,80.2,0.44,4.2,12.1,0.348,19.1,25.7,0.745,12.9,30.5,43.5,21.5,8,5.6,14,21.3,93.9,CHO,2002,31.1,68.1,0.456
0,82,241.5,34.3,79.2,0.433,3.7,10.6,0.346,17.2,23.9,0.722,11.3,28.8,40,22.2,7.7,4.4,15.3,22.4,89.5,CHI,2002,30.6,68.6,0.447
0,82,241.8,37.6,84.1,0.448,7.6,20.2,0.373,17.6,23.4,0.754,11.5,29.8,41.2,22,8.1,4.7,13.6,20.7,100.5,ORL,2002,30.1,63.8,0.471
0,82,241.2,35.4,80.6,0.439,5.2,14.6,0.354,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94,ATL,2002,30.2,66,0.458
0,82,243.7,34.6,80.8,0.428,6,18,0.335,17.1,23.1,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18,92.3,HOU,2002,28.5,62.8,0.455
0,82,241.2,36.6,85.2,0.429,3.9,12.1,0.322,20.6,28.6,0.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23,97.7,GSW,2002,32.7,73.1,0.447
0,82,241.8,36.6,81.4,0.45,5.7,16.1,0.354,17.7,23.2,0.763,13.2,29.8,43,23.5,8.6,4.5,14.3,19.7,96.6,POR,2002,31,65.3,0.474
0,82,241.8,35,77.7,0.45,3.4,10.3,0.333,22.6,29.6,0.763,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24,96,UTA,2002,31.6,67.5,0.468
0,82,242.1,35.5,77.6,0.458,5.3,14.8,0.362,20.3,27.4,0.742,11.1,31.3,42.4,20,7.6,6.5,14.4,19.2,96.7,SAS,2002,30.2,62.8,0.48
0,82,241.5,38.7,84,0.461,4.8,12.8,0.378,17.1,21.4,0.798,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,99.3,MIN,2002,33.9,71.2,0.476
0,82,241.5,35.5,83.8,0.424,5.2,15.7,0.329,15.9,21.4,0.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2,DEN,2002,30.4,68.1,0.446
0,82,241.5,36.2,81.3,0.445,5,14,0.356,18.3,24.7,0.739,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7,LAC,2002,31.2,67.3,0.464
0,82,241.2,38.4,83.4,0.461,6.2,17.5,0.354,18.2,26.1,0.699,12.5,31.8,44.3,23,7.6,5.8,12.7,22.2,101.3,LAL,2002,32.2,65.9,0.489
0,82,240.9,39.8,85.4,0.467,5.2,14.1,0.367,19.7,26.3,0.751,12.4,33,45.3,23.9,9,4.6,13.8,19,104.6,SAC,2002,34.6,71.3,0.486
0,82,242.4,39,84.5,0.462,7.6,20.1,0.378,19.6,24.3,0.806,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,DAL,2002,31.5,64.5,0.488
0,82,241.2,34.8,79.7,0.436,4.1,13.4,0.307,16.3,23,0.708,12,29.4,41.4,21.8,7.9,6,16.4,19.2,89.9,MEM,2002,30.7,66.3,0.462
0,82,241.8,37.8,84.6,0.447,4.4,13.4,0.327,15.2,19.9,0.767,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8,95.1,PHO,2002,33.4,71.2,0.469
0,82,241.5,34.7,81.3,0.427,5,14.5,0.343,16.5,22.9,0.718,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9,TOR,2003,29.7,66.7,0.446
0,82,241.8,32.9,79.4,0.415,8.8,26.3,0.334,18,24.3,0.742,10.4,30.1,40.5,19.2,8.8,3.7,14,21.4,92.7,BOS,2003,24.2,53.1,0.455
0,82,242.1,36.3,81,0.448,3,9.6,0.311,21.3,27.5,0.775,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22,96.8,PHI,2003,33.3,71.4,0.466
0,82,241.8,34.8,82.3,0.422,3.6,10.9,0.327,18.3,24.5,0.747,13.6,31,44.6,20.9,7.8,6.4,18.3,22.7,91.4,CLE,2003,31.2,71.3,0.437
0,82,242.7,35.5,80.6,0.441,4.6,13.6,0.339,21.2,27.7,0.766,12.2,32,44.2,23.3,8.5,5.4,14.8,22.1,96.8,IND,2003,30.9,66.9,0.461
0,82,241.8,32.8,79.5,0.412,4.2,13.4,0.316,15.8,20.6,0.765,11.6,30,41.6,18.3,7.2,4,14.2,22.6,85.6,MIA,2003,28.5,66.1,0.432
0,82,242.7,37.1,81.3,0.457,7.1,18.6,0.383,18.1,23.3,0.776,10.7,28.9,39.5,22.2,7.6,4.2,12.7,22.2,99.5,MIL,2003,30,62.7,0.478
0,82,241.8,34.3,78,0.44,3.1,9.9,0.312,19.7,25.3,0.779,11.2,29.2,40.4,19.7,7.6,4.8,13.4,20,91.5,WAS,2003,31.3,68.1,0.459
0,82,242.7,32.9,76.5,0.43,6.5,18.1,0.358,19,24.6,0.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,91.4,DET,2003,26.4,58.4,0.452
0,82,242.1,36.2,82,0.441,7.4,19.3,0.383,16.1,19.8,0.815,10.3,29,39.2,22,7.1,3.1,14,23,95.9,NYK,2003,28.8,62.7,0.459
0,82,243,36.5,81.9,0.445,4.3,12.2,0.35,17.7,24.6,0.722,12,31,43,21.7,7.4,5.6,16.9,24.7,95,CHI,2003,32.2,69.7,0.462
0,82,241.5,35.9,82.5,0.436,6.9,19.4,0.357,19.7,25.4,0.777,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23,98.5,ORL,2003,29,63.1,0.46
0,82,242.7,34.9,78.5,0.444,4.9,13.9,0.352,19.4,24.5,0.793,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1,ATL,2003,30,64.5,0.464
0,82,243,34.6,78.8,0.44,5.4,15.5,0.346,19.1,24.9,0.768,12.5,31.3,43.8,18.4,7.2,6,15.6,19.5,93.8,HOU,2003,29.3,63.3,0.462
0,82,240.9,37.3,84.6,0.441,5.2,15.1,0.344,22.6,29,0.778,15.7,31,46.7,20.9,7.2,6.2,15.8,21.8,102.4,GSW,2003,32.1,69.6,0.462
0,82,242.1,36.4,79.2,0.46,4.6,14,0.33,17.7,23.7,0.745,12.1,29,41.1,22.7,8.8,3.9,15.2,19.9,95.2,POR,2003,31.8,65.1,0.488
0,82,241.2,35.3,75.5,0.468,2.7,7.8,0.349,21.3,28.6,0.745,12.5,29,41.5,25.6,8.6,5.7,16.8,22.4,94.7,UTA,2003,32.6,67.7,0.481
0,82,241.8,35.5,76.8,0.462,5.5,15.5,0.354,19.4,26.8,0.725,11.5,31.2,42.6,20,7.7,6.5,15.8,20.4,95.8,SAS,2003,30,61.3,0.489
0,82,241.5,38.7,83,0.466,3.6,9.8,0.368,17.1,22.3,0.77,11.7,31.9,43.6,25.2,6.7,5.3,13.7,20.8,98.1,MIN,2003,35.1,73.2,0.479
0,82,240.6,32.8,79.8,0.411,2.8,10,0.278,15.8,22.6,0.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,84.2,DEN,2003,30,69.8,0.43
0,82,240.9,34.6,79.1,0.437,4.8,14.4,0.331,19.9,26.5,0.75,12.3,30,42.3,19.6,7,5.6,15.7,21.8,93.8,LAC,2003,29.8,64.8,0.46
0,82,243,37.7,83.6,0.451,5.9,16.7,0.356,19,26,0.734,13.1,31.1,44.3,23.3,7.8,5.7,14.5,22.9,100.4,LAL,2003,31.8,66.9,0.475
0,82,241.8,39.5,85.2,0.464,6,15.7,0.381,16.7,22.3,0.746,11,33.5,44.5,24.8,9,5.6,14.5,20.3,101.7,SAC,2003,33.5,69.5,0.482
0,82,241.2,38.5,85.1,0.453,7.8,20.3,0.381,18.1,21.9,0.829,11.1,31,42.1,22.4,8.1,5.5,11.6,21.1,103,DAL,2003,30.8,64.8,0.475
0,82,243,37.2,82.2,0.452,5.7,15.6,0.365,17.4,23.6,0.739,11.5,30.1,41.6,23.1,7.9,6.1,15.4,20.5,97.5,MEM,2003,31.5,66.6,0.473
0,82,241.5,36.6,82.6,0.443,4.8,14,0.343,17.4,23.5,0.742,12.8,29.8,42.5,21,8.1,4.9,14.7,22,95.5,PHO,2003,31.8,68.6,0.464
0,82,243.7,32.4,77.4,0.418,5.6,15.8,0.356,15.1,20.1,0.75,10.1,29.5,39.6,19.2,7.4,4.9,14.2,21.3,85.4,TOR,2004,26.7,61.6,0.434
0,82,240.3,34.7,78.2,0.443,6.7,19.5,0.346,19.2,25.5,0.75,10.4,29.8,40.1,20.5,9.4,4,16.2,22.4,95.3,BOS,2004,27.9,58.7,0.475
0,82,242.1,32.7,76.3,0.428,4.1,12.1,0.342,18.4,24.5,0.753,11.5,29.4,40.8,20,8,4.4,15.9,20.7,88,PHI,2004,28.6,64.2,0.445
0,82,242.1,35.6,82.4,0.433,3,9.6,0.314,18.6,24.8,0.753,13.6,31.9,45.6,22,7.1,6.5,14.8,21.3,92.9,CLE,2004,32.6,72.8,0.448
0,82,241.5,33.6,77.1,0.435,5.5,15.6,0.351,18.8,24.6,0.764,11.8,29.9,41.7,21.6,8.9,5,14.4,20.8,91.4,IND,2004,28.1,61.5,0.457
0,82,240.9,33.3,78.3,0.425,5.9,16.5,0.357,17.8,23.4,0.762,11.5,30,41.5,19.1,7.2,3.8,13.9,22.1,90.3,MIA,2004,27.4,61.7,0.443
0,82,241.2,36.2,81.1,0.447,4.9,14,0.35,20.7,26.7,0.775,11.7,30.5,42.2,22.8,6.8,4.7,13.5,20.3,98,MIL,2004,31.3,67.1,0.467
0,82,241.8,33.6,80,0.421,5.3,15.5,0.341,19.3,27,0.714,13.6,29.2,42.8,18.7,8.9,5,17.5,20.9,91.8,WAS,2004,28.4,64.5,0.44
0,82,241.2,33.5,77,0.435,4.1,11.8,0.344,19,25.3,0.753,12.4,30.4,42.8,20.8,8,7,15.1,20.3,90.1,DET,2004,29.4,65.2,0.452
0,82,242.4,35.1,79.4,0.442,5,13.6,0.364,16.8,21.1,0.793,11.6,31,42.6,20.7,7.4,4.8,15.7,23.1,92,NYK,2004,30.2,65.8,0.459
0,82,241.8,34.1,82.4,0.414,5.2,15.3,0.342,16.2,22.4,0.725,12.8,30.7,43.5,21.9,8,4.8,16.1,23.3,89.7,CHI,2004,28.9,67,0.431
0,82,241.8,35.4,82.5,0.429,5.2,15.2,0.344,18,24.4,0.737,12.2,28.7,40.9,19.3,6.7,3.8,13.7,21.3,94,ORL,2004,30.2,67.3,0.448
0,82,242.7,34.5,79.6,0.433,5.1,15.2,0.335,18.7,24.1,0.776,12.1,30.6,42.7,20.1,7.6,5,16.5,22.3,92.8,ATL,2004,29.4,64.4,0.456
0,82,243,33.4,75.5,0.442,6.3,17.1,0.366,16.7,21.6,0.773,10.3,32.3,42.6,19.3,6.8,5.4,16.7,21.5,89.8,HOU,2004,27.1,58.4,0.464
0,82,242.1,35.1,79.4,0.442,5.2,15.6,0.334,17.9,24.7,0.725,12.2,30.9,43.1,20.5,7,4.7,14.8,20.6,93.3,GSW,2004,29.8,63.8,0.468
0,82,243.7,35.3,78.9,0.448,4.6,13.4,0.346,15.4,21.1,0.731,12.7,29,41.7,21.6,7.5,5.4,14.8,19,90.7,POR,2004,30.7,65.4,0.469
0,82,241.2,32.8,75.3,0.436,3.1,9.6,0.321,20,26.8,0.746,13.5,27.7,41.2,20.4,7.1,6,16.6,25.6,88.7,UTA,2004,29.7,65.7,0.453
0,82,240.9,34.7,78.5,0.442,5,13.9,0.358,17.2,25.2,0.681,12.5,32.5,45.1,20.4,8.1,6.5,14.7,20.3,91.5,SAS,2004,29.7,64.6,0.46
0,82,240.9,37,80.1,0.462,4,10.9,0.363,16.6,21.3,0.781,10.7,32.3,42.9,23,6.8,5.6,12.7,21.1,94.5,MIN,2004,33,69.2,0.477
0,82,240.6,36.5,82.5,0.443,4,12,0.336,20.2,26.3,0.767,13.2,29.1,42.3,21.9,9.1,6.3,15.6,22,97.2,DEN,2004,32.5,70.5,0.461
0,82,241.5,34.4,80.2,0.428,4,12.5,0.321,22,28.1,0.785,14,29.5,43.5,20.2,7.2,4.6,16.4,22.1,94.8,LAC,2004,30.3,67.7,0.448
0,82,242.1,36.9,81.4,0.454,4.5,13.6,0.327,19.9,28.7,0.693,12.2,30.9,43.1,23.8,8.3,4.6,13.8,21.1,98.2,LAL,2004,32.5,67.8,0.479
0,82,241.2,37.8,81.8,0.462,7.3,18.3,0.401,19.8,24.9,0.795,10.8,30.4,41.2,26.2,8.7,4,13.9,19.3,102.8,SAC,2004,30.5,63.6,0.48
0,82,241.5,40.5,88.2,0.459,6.2,17.8,0.348,18,22.6,0.796,14.3,31,45.3,23.9,8,5.3,12.2,19.6,105.2,DAL,2004,34.3,70.4,0.488
0,82,242.4,36.1,81.2,0.445,5.5,16,0.34,19,26.1,0.727,12.8,29,41.8,23.4,9.7,6.9,15,23.2,96.7,MEM,2004,30.7,65.2,0.471
0,82,240.6,36.1,81.4,0.443,5.1,14.7,0.345,17,22.7,0.746,11.3,29.3,40.6,19.3,9,4.7,15.2,22.7,94.2,PHO,2004,31,66.7,0.465
0,82,241.5,36,81.2,0.444,7.9,20.5,0.385,19.8,25.6,0.774,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9,99.7,TOR,2005,28.1,60.7,0.463
0,82,242.4,37.1,79.4,0.468,5.3,15.3,0.349,21.6,28.3,0.764,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3,BOS,2005,31.8,64.1,0.496
0,82,242.1,35.9,82.1,0.437,6.2,17.7,0.348,21.1,26.8,0.789,11.1,30.9,42,20.9,9.2,3.9,15.5,22.9,99.1,PHI,2005,29.8,64.4,0.462
0,82,242.1,36.5,81.5,0.447,3.7,11,0.332,19.9,26.5,0.752,13.6,28.7,42.3,22.6,8,5.6,13.9,22.6,96.5,CLE,2005,32.8,70.5,0.465
0,82,242.7,32.5,75.2,0.432,6.6,19.2,0.344,21.3,26.9,0.792,10.6,29.5,40.1,18.2,7.5,4.4,14.3,23,93,IND,2005,25.9,56,0.463
0,82,243.7,37.8,77.7,0.486,5.8,15.4,0.377,20.2,30.1,0.672,10.8,32.2,43,21.8,6.4,5.8,13.7,22.1,101.5,MIA,2005,32,62.3,0.513
0,82,241.2,36.1,80.2,0.45,4,11.3,0.351,21,27.2,0.772,12,29.3,41.3,21,6.5,3.5,13.8,21.9,97.2,MIL,2005,32.2,69,0.467
0,82,241.2,36.2,82.9,0.437,6.3,18.3,0.343,21.9,30.2,0.725,13.8,29,42.8,19.1,8.7,4.2,14.3,22,100.5,WAS,2005,29.9,64.6,0.463
0,82,243.4,34.8,78.3,0.444,4.4,12.8,0.345,19.4,26.2,0.739,12.9,30.6,43.4,21.8,7,6.1,13.8,20,93.3,DET,2005,30.3,65.5,0.463
0,82,242.4,36.3,80.5,0.451,5.4,15.1,0.356,19.3,25.1,0.767,11.8,29.2,41,20.3,7.7,3.2,14.7,23.7,97.3,NYK,2005,30.9,65.4,0.473
0,82,241.8,34.7,80.4,0.432,6.2,17.5,0.357,18.7,25,0.75,12.2,31.6,43.8,21.3,7,4.5,16.7,24.7,94.5,CHI,2005,28.5,62.9,0.453
0,82,240.3,37,81.5,0.454,3.9,11.2,0.349,21.6,28.5,0.759,12.7,31,43.7,19.3,7.7,5.4,16.1,23.6,99.5,ORL,2005,33.1,70.3,0.471
0,82,242.1,35.9,81.4,0.441,3.7,11.9,0.312,17.3,24.3,0.711,13.4,28.5,41.9,19.7,7.7,4.2,16.1,24.5,92.7,ATL,2005,32.2,69.5,0.463
0,82,242.1,34.7,78.3,0.443,6.7,18.5,0.364,18.9,24.2,0.781,10.7,31.7,42.4,21.1,6.9,4.6,13.8,22,95.1,HOU,2005,28,59.7,0.468
